Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,FindACopy,Database
Advocates Struggle to Reach Immigrants Eligible for Deferred Action,  Advocates and government officials view the program -- and the challenge of boosting participation rates -- as a test run for the far more complicated process that would come with legislation that included a pathway to citizenship for the estimated 11.7 million immigrants who are in the country illegally.,1465856890,Newspapers," Semple, Kirk
Kirk
Kirk Semple
Semple
Kirk Semple", NYTIAO," Congress
921120 , Migration Policy Institute
813940 , New York Immigration Coalition
813319"," Copyright New York Times Company Dec 9, 2013"," 3149227201 , 83588362 , 7818 , NYTIAO , NYT , 642681-20131209", News," Dec 9, 2013",0362-4331, English, English, A.22," New York, N.Y.","Dec 9, 2013",New York Times,2013,https://search.proquest.com/docview/1465856890?accountid=14496,,,, A.22,," Aliens , Citizenship , Immigration policy , Advocacy , Legal aid , New York City New York , Obama, Barack",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Advocates+Struggle+to+Reach+Immigrants+Eligible+for+Deferred+Action%3A+%5BMetropolitan+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-12-09&amp;volume=&amp;issue=&amp;spage=A.22&amp;au=Semple%2C+Kirk&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Singapore Riot Signals Foreign-Labor Strains; Hundreds of Workers From South Asia Protest Killing of Indian Man,  Sunday's incident in Singapore's Little India district--a popular weekend hangout for South Asian expatriates and migrant workers--ended a riot-free period extending more than four decades and has blotted the city-state's image as one of Asia's safest countries.,1465961752,Newspapers," Chun Han Wong
Chun Han Wong",,," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 3149580661 , 83583072 , 117310 , WSJO , WSJOWSJO20131209000020131209e9c9005ek", News," Dec 9, 2013",, English, English, n/a," New York, N.Y.","Dec 9, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1465961752?accountid=14496,,,, n/a,," Riots , Expatriates , Violence , Fines & penalties , Asia , South Asia",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Singapore+Riot+Signals+Foreign-Labor+Strains%3B+Hundreds+of+Workers+From+South+Asia+Protest+Killing+of+Indian+Man&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-12-09&amp;volume=&amp;issue=&amp;spage=&amp;au=Chun+Han+Wong&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"A Brief Economic Uptick Hides Grim Truths; An aging population means slower growth, but it's not too late to spur productivity.",,1466288964,Newspapers," Galston, William A
William
William A Galston
Galston
A
William A. Galston",,," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 3151177441 , 83621652 , 117310 , WSJO , WSJOWSJO20131210000020131211e9ca0005l", News," Dec 10, 2013",, English, English, n/a," New York, N.Y.","Dec 10, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1466288964?accountid=14496,,,, n/a,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=A+Brief+Economic+Uptick+Hides+Grim+Truths%3B+An+aging+population+means+slower+growth%2C+but+it%27s+not+too+late+to+spur+productivity.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-12-10&amp;volume=&amp;issue=&amp;spage=&amp;au=Galston%2C+William+A&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Politics &amp; Ideas: An Economic Uptick Hides Grim Truths,"  Between 1970 and 2000, America enjoyed a ""demographic dividend."" Because the labor force was rising faster than the adult population, raising hours of work per capita and allowing per capita GDP to rise faster than productivity. [...]the dividend is turning into a tax. Because the share of workers in the population is declining, output per capita will grow more slowly than productivity.",1467044480,Newspapers," Galston, William A
William
William A Galston
Galston
A
William A. Galston",," Bureau of Labor Statistics
921110
923110"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 3153208061 , 83783372 , 7510 , WSJ , DWJNJ000000020131211e9cb0000w", Commentary," Dec 11, 2013",0099-9660, English, English, A.19," New York, N.Y.","Dec 11, 2013",Wall Street Journal,2013,https://search.proquest.com/docview/1467044480?accountid=14496," 1110 Economic conditions & forecasts , 9190 United States"," 1110 Economic conditions & forecasts , 9190 United States"," 1110 Economic conditions & forecasts , 9190 United States", A.19," 1110 Economic conditions & forecasts , 9190 United States"," Population growth , Demographics , Productivity , Labor force , Economic growth , United States--US , Gordon, Robert J",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Politics+%26amp%3B+Ideas%3A+An+Economic+Uptick+Hides+Grim+Truths&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2013-12-11&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Galston%2C+William+A&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
A Wise Guy's Warm Welcome in a Cold Climate,,1467535796,Newspapers," Rabinowitz, Dorothy
Dorothy
Dorothy Rabinowitz
Rabinowitz
Dorothy Rabinowitz",,," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 3154274471 , 83760912 , 117310 , WSJO , WSJOWSJO20131212000020131212e9cc0089d", News," Dec 12, 2013",, English, English, n/a," New York, N.Y.","Dec 12, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1467535796?accountid=14496,,,, n/a,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=A+Wise+Guy%27s+Warm+Welcome+in+a+Cold+Climate&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-12-12&amp;volume=&amp;issue=&amp;spage=&amp;au=Rabinowitz%2C+Dorothy&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
GOP Lawmakers Fault Rise in Asylum Seekers Along Southwest Border,"  The House Judiciary Committee hearings were the latest by Republicans challenging the Obama administration's performance on border security, which many in Congress have said is crucial to their support for a comprehensive immigration law overhaul.",1467535879,Newspapers," Millman, Joel
Joel
Joel Millman
Millman
Joel Millman",," Congress
921120 , Bureau of Immigration & Customs Enforcement
921130 , Congressional Research Service
921120 , House of Representatives-Judiciary, Committee on the
921120"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 3154274541 , 83760912 , 117310 , WSJO , WSJOWSJO20131212000020131212e9cc008n5", News," Dec 12, 2013",, English, English, n/a," New York, N.Y.","Dec 12, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1467535879?accountid=14496,,,, n/a,," Political asylum , Immigration policy , United States--US , Chaffetz, Jason , Gowdy, Trey",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=GOP+Lawmakers+Fault+Rise+in+Asylum+Seekers+Along+Southwest+Border&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-12-12&amp;volume=&amp;issue=&amp;spage=&amp;au=Millman%2C+Joel&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"332,000 people added to state; Immigration shows an increase, though most of rise to 38.2 million is from births.","  In Los Angeles, future growth ""is really going to be dependent on getting our local economy fully back on track,"" said Robert Kleinhenz, chief economist for the Los Angeles County Economic Development Corp. Key sectors such as transportation and logistics have yet to fully recover, he added.",1467582581,Newspapers," Emily Alpert Reyes
Emily Alpert Reyes",," Department of Finance-California
921130", (Copyright (c) 2013 Los Angeles Times)," 3154612621 , 83843332 , 7683 , ANGE , LATM130036670", News," Dec 13, 2013",0458-3035, English, English, AA.1," Los Angeles, Calif.","Dec 13, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1467582581?accountid=14496,,,, AA.1,," Public policy , Recessions , Statistical data , Immigration , Population growth , California , Los Angeles County California , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=332%2C000+people+added+to+state%3B+Immigration+shows+an+increase%2C+though+most+of+rise+to+38.2+million+is+from+births.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-12-13&amp;volume=&amp;issue=&amp;spage=AA.1&amp;au=Emily+Alpert+Reyes&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
U.S. News: GOP Faults Rise in Border Asylum Seekers,"  The House Judiciary Committee hearings were the latest by Republicans challenging the Obama administration's performance on border security, which many in Congress have said is crucial to their support for a comprehensive immigration law overhaul.",1467622391,Newspapers," Millman, Joel
Joel
Joel Millman
Millman
Joel Millman",," Congress
921120 , Bureau of Immigration & Customs Enforcement
921130 , Congressional Research Service
921120 , House of Representatives-Judiciary, Committee on the
921120 , Republican Party
813940"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 3154754941 , 83848592 , 7510 , WSJ , DWJNJ000000020131213e9cd0001a", News," Dec 13, 2013",0099-9660, English, English, A.4," New York, N.Y.","Dec 13, 2013",Wall Street Journal,2013,https://search.proquest.com/docview/1467622391?accountid=14496," 9190 United States , 1210 Politics & political behavior"," 9190 United States , 1210 Politics & political behavior"," 9190 United States , 1210 Politics & political behavior", A.4," 9190 United States , 1210 Politics & political behavior"," Congressional hearings , Political asylum , Immigration policy , United States--US , Chaffetz, Jason , Gowdy, Trey",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+GOP+Faults+Rise+in+Border+Asylum+Seekers&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2013-12-13&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Millman%2C+Joel&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"This Claus has an effect; At a South L.A. mall, Langston Patterson is the main holiday attraction: a rare black Santa. Parents, especially, are thrilled.","  Dressed in a red Santa suit, white beard and rimless glasses balanced on his nose, Langston Patterson sits on a velvet couch and waits for his adoring fans. Patterson's place in the Christmas traditions of black families seems only to have increased as the African American population of Los Angeles continues to decline amid waves of Latino immigration.",1467830968,Newspapers," Jennings, Angel
Angel
Angel Jennings
Jennings
Angel Jennings",,, (Copyright (c) 2013 Los Angeles Times)," 3155862991 , 83899652 , 7683 , ANGE , LATM130036749", Feature," Dec 14, 2013",0458-3035, English, English, A.1," Los Angeles, Calif.","Dec 14, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1467830968?accountid=14496,,,, A.1,," Shopping , Personal profiles , African Americans , Christmas , Los Angeles California , Nicholas, Saint , Patterson, Langston",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=This+Claus+has+an+effect%3B+At+a+South+L.A.+mall%2C+Langston+Patterson+is+the+main+holiday+attraction%3A+a+rare+black+Santa.+Parents%2C+especially%2C+are+thrilled.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-12-14&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Jennings%2C+Angel&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"On immigration, look to the states","  [...]according to Jeffrey S. Passel, senior demographer for Pew's Hispanic Trends Project, the population of immigrants living in the U.S. illegally, which dipped in 2008 and 2009 (the worst years of the recession), is rising again: ""Current enforcement practices have not led to any measurable reduction beyond the 2009 period,"" he told the New York Times. Gov. Jerry Brown signed nine immigrant-related bills in October, including one that limits cooperation between local law enforcement and federal immigration authorities, and another that allows undocumented immigrants to obtain special driver's licenses.\n",1468064158,Newspapers," Bhagwati, Jagdish
Jagdish
Jagdish Bhagwati
Bhagwati
Jagdish Bhagwati , Rivera-Batiz, Francisco
Francisco
Francisco Rivera-Batiz
Rivera-Batiz
Francisco Rivera-Batiz",," Congress
921120", (Copyright (c) 2013 Los Angeles Times)," 3156646021 , 83941522 , 7683 , ANGE , LATM130036863", Commentary," Dec 15, 2013",0458-3035, English, English, A.36," Los Angeles, Calif.","Dec 15, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1468064158?accountid=14496,,,, A.36,," Aliens , State laws , Immigration policy , Federal state relations , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=On+immigration%2C+look+to+the+states&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-12-15&amp;volume=&amp;issue=&amp;spage=A.36&amp;au=Bhagwati%2C+Jagdish%3BRivera-Batiz%2C+Francisco&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
A Border City Known for Killing Gets Back to Living,"  The federal authorities are struggling for control in two Pacific states that are divided between vigilantes and gangs while, nationwide, prison breaks, grisly murders and record-high kidnappings still grab headlines. On one recent evening at Mr. Rodriguez's restaurant, La Toscana, which opened in January featuring a wide variety of pizzas and small plates mixing Italian and Mexican flavors, every table was full, mostly with what had been an endangered species here just a couple of years ago: young couples out on dates.",1468064544,Newspapers," Cave, Damien
Damien
Damien Cave
Cave
Damien Cave", NYTIAO,," Copyright New York Times Company Dec 15, 2013"," 3156634641 , 83940852 , 7818 , NYTIAO , NYT , 361380-20131215", News," Dec 15, 2013",0362-4331, English, English, A.6," New York, N.Y.","Dec 15, 2013",New York Times,2013,https://search.proquest.com/docview/1468064544?accountid=14496,,,, A.6,," Violence , Cities , Murders & murder attempts , Unsolved crimes , Drug trafficking , Economic development , Ciudad Juarez Mexico",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=A+Border+City+Known+for+Killing+Gets+Back+to+Living%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-12-15&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Cave%2C+Damien&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
It's Time for Nafta 2.0; North America's share of the world's product is declining. The historic trade pact needs an upgrade.,,1468157141,Newspapers," Thomas F. ""Mack"" McLarty
Thomas F. ""Mack"" McLarty",,," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 3156950421 , 83935902 , 117310 , WSJO , WSJOWSJO20131215000020131215e9cf004jx", News," Dec 15, 2013",, English, English, n/a," New York, N.Y.","Dec 15, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1468157141?accountid=14496,,,, n/a,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=It%27s+Time+for+Nafta+2.0%3B+North+America%27s+share+of+the+world%27s+product+is+declining.+The+historic+trade+pact+needs+an+upgrade.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-12-15&amp;volume=&amp;issue=&amp;spage=&amp;au=Thomas+F.+%22Mack%22+McLarty&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
